acc                                                         
time,z_acceleration @ 7661001,z_acceleration @ 7661002,z_acceleration @ 7661003,z_acceleration @ 7661004,
    4.6399998665e-01,   -2.5730478516e+03,   -2.5344226074e+03,   -9.1537451172e+02,   -9.2567083740e+02,
    4.6700000763e-01,   -2.8342578125e+03,   -2.7610666504e+03,   -6.5081152344e+02,   -7.0486785889e+02,
    4.6900001168e-01,   -2.4991806641e+03,   -2.4200815430e+03,   -4.7445809937e+02,   -5.5279949951e+02,
    4.7200000286e-01,   -1.8135521240e+03,   -1.7551011963e+03,   -3.2520034790e+02,   -4.0301989746e+02,
    4.7400000691e-01,   -1.0835384521e+03,   -1.0595306396e+03,   -8.5924308777e+01,   -1.4352124023e+02,
    4.7699999809e-01,   -3.8780087280e+02,   -4.0510174561e+02,    2.1665771484e+02,    1.9510475159e+02,
    4.7900000215e-01,    3.8193762207e+02,    3.2294070435e+02,    4.0330914307e+02,    4.2231503296e+02,
    4.8199999332e-01,    1.1899343262e+03,    1.0969117432e+03,    3.2138787842e+02,    3.7543466187e+02,
    4.8399999738e-01,    1.8195401611e+03,    1.7070621338e+03,    6.5960746765e+01,    1.4414784241e+02,
    4.8699998856e-01,    1.5997431641e+03,    1.4984106445e+03,   -7.6268821716e+01,    9.2437152863e+00,
    4.8899999261e-01,    3.0004379272e+02,    2.4244577026e+02,    1.0448334503e+02,    1.8068284607e+02,
    4.9200001359e-01,   -1.1046612549e+03,   -1.1004226074e+03,    5.8615069580e+02,    6.3203790283e+02,
    4.9399998784e-01,   -1.3013194580e+03,   -1.2448133545e+03,    1.1092633057e+03,    1.1089105225e+03,
    4.9700000882e-01,   -4.6653582764e+02,   -3.7651074219e+02,    1.4325017090e+03,    1.3794487305e+03,
    4.9900001287e-01,   -9.1376365662e+01,    2.4162391663e+01,    1.4656767578e+03,    1.3676949463e+03,
    5.0199997425e-01,   -7.2088006592e+02,   -5.9138922119e+02,    1.1035812988e+03,    9.8302667236e+02,
    5.0400000811e-01,   -1.7283009033e+03,   -1.6056456299e+03,    3.6546221924e+02,    2.4863014221e+02,
    5.0700002909e-01,   -2.2766022949e+03,   -2.1925358887e+03,   -6.1350769043e+02,   -6.9676373291e+02,
    5.0900000334e-01,   -1.9479998779e+03,   -1.9252674561e+03,   -1.4832756348e+03,   -1.5148277588e+03,
    5.1200002432e-01,   -1.1532309570e+03,   -1.1913591309e+03,   -1.9826854248e+03,   -1.9604407959e+03,
    5.1399999857e-01,   -1.0179551392e+03,   -1.0878059082e+03,   -2.1533608398e+03,   -2.0926381836e+03,
    5.1700001955e-01,   -1.9312762451e+03,   -1.9936457520e+03,   -2.1375358887e+03,   -2.0630625000e+03,
    5.1899999380e-01,   -2.9106828613e+03,   -2.9520351562e+03,   -2.1926535645e+03,   -2.1215222168e+03,
    5.2200001478e-01,   -2.6454846191e+03,   -2.6812463379e+03,   -2.4205532227e+03,   -2.3610742188e+03,
    5.2399998903e-01,   -7.1388269043e+02,   -7.6975488281e+02,   -2.6159599609e+03,   -2.5682106934e+03,
    5.2700001001e-01,    2.0681166992e+03,    1.9821274414e+03,   -2.3575368652e+03,   -2.3192895508e+03,
    5.2899998426e-01,    4.2874506836e+03,    4.1854702148e+03,   -1.4053514404e+03,   -1.3733862305e+03,
